:LABEL,id,ifc_type,x,y,z
IfcCartesianPoint,#856,IFCCARTESIANPOINT,0.04600000000000115,0.04729999999999013,0
IfcCartesianPoint,#857,IFCCARTESIANPOINT,-0.01599999999999113,0.04729999999998924,0
IfcCartesianPoint,#858,IFCCARTESIANPOINT,-0.01599999999999113,0.009999999999991793,0
IfcCartesianPoint,#859,IFCCARTESIANPOINT,0.0,0.009999999999991793,0
IfcCartesianPoint,#868,IFCCARTESIANPOINT,6.457299999999984,-11.55,0.01899999999981809
IfcCartesianPoint,#869,IFCCARTESIANPOINT,0.03930000000002121,0.0,0
IfcCartesianPoint,#870,IFCCARTESIANPOINT,0.03930000000001233,2.740615764928469,0
IfcCartesianPoint,#871,IFCCARTESIANPOINT,0.1012999999999797,2.740615764928469,0
IfcCartesianPoint,#872,IFCCARTESIANPOINT,0.101299999999978,3.604615764928469,0
IfcCartesianPoint,#873,IFCCARTESIANPOINT,0.0392999999999919,3.604615764928469,0
IfcCartesianPoint,#874,IFCCARTESIANPOINT,0.03929999999998657,5.299999999999991,0
IfcCartesianPoint,#875,IFCCARTESIANPOINT,-0.0207000000000237,5.299999999999991,0
IfcCartesianPoint,#876,IFCCARTESIANPOINT,-0.0207000000000237,5.361999999999994,0
IfcCartesianPoint,#877,IFCCARTESIANPOINT,-0.8847000000000236,5.361999999999992,0
IfcCartesianPoint,#878,IFCCARTESIANPOINT,-0.8847000000000236,5.299999999999987,0
IfcCartesianPoint,#879,IFCCARTESIANPOINT,-1.925699999999996,5.29999999999998,0
IfcCartesianPoint,#880,IFCCARTESIANPOINT,-1.92569999999999,3.474999999999987,0
IfcCartesianPoint,#881,IFCCARTESIANPOINT,-0.9113000000000042,3.474999999999993,0
IfcCartesianPoint,#882,IFCCARTESIANPOINT,-0.9112999999999909,-0.0,0
IfcCartesianPoint,#883,IFCCARTESIANPOINT,-0.8640000000000008,-0.0,0
IfcCartesianPoint,#884,IFCCARTESIANPOINT,-0.8639999999999999,-0.06200000000000117,0
IfcCartesianPoint,#885,IFCCARTESIANPOINT,0.0,-0.06199999999999939,0
IfcCartesianPoint,#891,IFCCARTESIANPOINT,6.418000000000008,-6.250000000000002,2.600000000000001
IfcCartesianPoint,#892,IFCCARTESIANPOINT,5.299999999999994,0.0,0
IfcCartesianPoint,#893,IFCCARTESIANPOINT,5.299999999999995,0.9505999999999748,0
IfcCartesianPoint,#894,IFCCARTESIANPOINT,1.825000000000001,0.9505999999999832,0
IfcCartesianPoint,#895,IFCCARTESIANPOINT,1.825,1.964999999999982,0
IfcCartesianPoint,#896,IFCCARTESIANPOINT,0.0,1.964999999999982,0
IfcCartesianPoint,#900,IFCCARTESIANPOINT,1.425550000000007,0.4764500000000244,0
IfcCartesianPoint,#901,IFCCARTESIANPOINT,0.3444500000000482,0.4764500000000226,0
IfcCartesianPoint,#902,IFCCARTESIANPOINT,0.3444500000000465,1.505550000000022,0
IfcCartesianPoint,#903,IFCCARTESIANPOINT,1.425550000000005,1.505550000000024,0
IfcCartesianPoint,#904,IFCCARTESIANPOINT,1.425550000000007,0.4764500000000244,0
IfcCartesianPoint,#908,IFCCARTESIANPOINT,8.591499999999987,-8.075000000000005,0
IfcCartesianPoint,#909,IFCCARTESIANPOINT,8.591499999999991,-6.18800000000001,0
IfcCartesianPoint,#915,IFCCARTESIANPOINT,8.591499999999991,-6.18800000000001,0
IfcCartesianPoint,#916,IFCCARTESIANPOINT,6.356000000000009,-6.188000000000002,0
IfcCartesianPoint,#922,IFCCARTESIANPOINT,7.418000000000007,-6.188000000000005,0
IfcCartesianPoint,#923,IFCCARTESIANPOINT,6.402000000000006,-6.188000000000002,0
IfcCartesianPoint,#929,IFCCARTESIANPOINT,6.356000000000009,-6.188000000000002,0
IfcCartesianPoint,#930,IFCCARTESIANPOINT,6.356000000000007,-6.728000000000009,0
IfcCartesianPoint,#936,IFCCARTESIANPOINT,6.356000000000007,-6.728000000000009,0
